Initial,Cont,Final,Final_oc,FutInitial,FutCont,FutFinal,FutFinal_oc
"[19179, 33866, 39367, 45481]","[263, 1551, 1551, 4126]","[47876, 45399, 44460, 45843]","[0, 0, 0, 0]","[32675, 45249, 90955, 90955]","[2730, 2550, 3703, 11875]","[127580, 127326, 130818, 152184]","[14478, 12577, 16764, 45225]"
