Colonoscopy,Colonoscopy_Cancer,Colonoscopy_Perforation,Colonoscopy_Polyp,Colonoscopy_Serosal_burn,Colonoscopy_bleed,Colonoscopy_bleed_transfusion,Cont_I,Cont_II,Cont_III,Cont_IV,FOBT,Final_I,Final_II,Final_III,Final_IV,Final_oc_I,Final_oc_II,Final_oc_III,Final_oc_IV,FutCont_I,FutCont_II,FutCont_III,FutCont_IV,FutFinal_I,FutFinal_II,FutFinal_III,FutFinal_IV,FutFinal_oc_I,FutFinal_oc_II,FutFinal_oc_III,FutFinal_oc_IV,FutInitial_I,FutInitial_II,FutInitial_III,FutInitial_IV,I_FOBT,Initial_I,Initial_II,Initial_III,Initial_IV,NearFuture,Sept9_HighSens,Sept9_HighSpec,Sigmoidoscopy,Sigmoidoscopy_Polyp,other
1160,1000,16891,1408,8060,1159,6715,263,1551,1551,4126,5.17,47876,45399,44460,45843,0,0,0,0,2730,2550,3703,11875,127580,127326,130818,152184,14478,12577,16764,45225,32675,45249,90955,90955,25.33,19179,33866,39367,45481,off,100,100,269,412,0
