0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
2.0
2.0
2.0
2.0
1.0
4.0
0.0
3.0
4.0
6.0
6.0
5.0
6.0
6.0
5.0
8.0
7.0
12.0
6.0
10.0
9.0
14.0
14.0
17.0
18.0
24.0
19.0
24.0
23.0
44.0
38.0
39.0
42.0
36.0
34.0
35.0
46.0
49.0
44.0
54.0
58.0
49.0
65.0
74.0
61.0
67.0
57.0
75.0
62.0
81.0
76.0
73.0
66.0
63.0
56.0
57.0
54.0
62.0
51.0
66.0
50.0
43.0
29.0
29.0
35.0
19.0
20.0
9.0
12.0
10.0
2.0
7.0
2.0
